kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 1545 : 1000 7032 0 0 0 0 0 0 0 
_1.ptx 2368 : 69000 527976 0 0 0 0 0 0 0 
_1.ptx 1137 : 1024 7296 0 0 0 0 0 0 0 
_1.ptx 1960 : 1000 6000 0 0 0 0 0 0 0 
_1.ptx 1547 : 1000 449480 0 0 0 0 0 0 0 
_1.ptx 2370 : 69000 530808 0 0 0 0 0 0 0 
_1.ptx 1951 : 1000 7576 0 0 0 0 0 0 0 
_1.ptx 1537 : 1000 157464 0 0 0 0 0 0 0 
_1.ptx 2360 : 69000 1971080 0 0 0 0 0 0 0 
_1.ptx 1553 : 1000 197680 0 0 0 0 0 0 0 
_1.ptx 1139 : 1024 7296 0 0 0 0 0 0 0 
_1.ptx 1962 : 1000 9064 0 0 0 0 0 0 0 
_1.ptx 2371 : 69000 798080 0 0 0 0 0 0 0 
_1.ptx 1549 : 1000 270392 0 0 0 0 0 0 0 
_1.ptx 2372 : 69000 58692600 0 0 0 69000 2208 0 0 
_1.ptx 1953 : 1000 7064 0 0 0 0 0 0 0 
_1.ptx 2362 : 69000 1957088 0 0 0 0 0 0 0 
_1.ptx 1143 : 1024 8064 0 0 0 0 0 0 0 
_1.ptx 1966 : 1000 6512 0 0 0 0 0 0 0 
_1.ptx 1552 : 1000 11488 0 0 0 0 0 0 0 
_1.ptx 2375 : 69000 710008 0 0 0 0 0 0 0 
_1.ptx 1134 : 1024 11520 0 0 0 0 0 0 0 
_1.ptx 1957 : 1000 6128 0 0 0 0 0 0 0 
_1.ptx 1543 : 1000 765496 0 0 0 0 0 0 0 
_1.ptx 2366 : 69000 787568 0 0 0 0 0 0 0 
_1.ptx 1554 : 1000 11416 0 0 0 0 0 0 0 
_1.ptx 2377 : 69000 513224 0 0 0 0 0 0 0 
_1.ptx 2379 : 69000 1017040 0 0 0 0 0 0 0 
_1.ptx 1562 : 1000 6976 0 0 0 0 0 0 0 
_1.ptx 1557 : 1000 8256 0 0 0 0 0 0 0 
_1.ptx 2380 : 69000 576288 0 0 0 0 0 0 0 
_1.ptx 1564 : 1000 19184 0 0 0 0 0 0 0 
_1.ptx 1559 : 1000 788784 0 0 0 0 0 0 0 
_1.ptx 2382 : 69000 0 0 0 0 0 0 0 0 
_1.ptx 1661 : 499 3235 0 0 0 0 0 0 0 
_1.ptx 1142 : 1024 7936 0 0 0 0 0 0 0 
_1.ptx 1965 : 1000 0 0 0 0 0 0 0 0 
_1.ptx 1551 : 1000 7640 0 0 0 0 0 0 0 
_1.ptx 2374 : 69000 13612976 640 0 0 2208 2208 0 0 
_1.ptx 1567 : 1000 7400 0 0 0 0 0 0 0 
_1.ptx 1664 : 499 3010 0 0 0 0 0 0 0 
_1.ptx 1565 : 1000 15144 0 0 0 0 0 0 0 
_1.ptx 2388 : 69000 510160 0 0 0 0 0 0 0 
_1.ptx 1667 : 499 2994 0 0 0 0 0 0 0 
_1.ptx 2076 : 1000 7776 0 0 0 0 0 0 0 
_1.ptx 1572 : 1000 8000 0 0 0 0 0 0 0 
_1.ptx 1574 : 1000 0 0 0 0 0 0 0 0 
_1.ptx 1589 : 1000 6168 0 0 0 0 0 0 0 
_1.ptx 2407 : 69000 574256 0 0 0 0 0 0 0 
_1.ptx 1586 : 1000 6640 0 0 0 0 0 0 0 
_1.ptx 2409 : 69000 0 0 0 0 0 0 0 0 
_1.ptx 1591 : 1000 9144 0 0 0 0 0 0 0 
_1.ptx 2414 : 69000 507120 0 0 0 0 0 0 0 
_1.ptx 1629 : 1000 7416 0 0 0 0 0 0 0 
_1.ptx 2038 : 546 3276 0 0 0 0 0 0 0 
_1.ptx 2447 : 1000 7288 0 0 0 0 0 0 0 
_1.ptx 1660 : 499 3329 0 0 0 0 0 0 0 
_1.ptx 1663 : 499 4514 0 0 0 0 0 0 0 
_1.ptx 2072 : 1000 7008 0 0 0 0 0 0 0 
_1.ptx 1666 : 499 4540 0 0 0 0 0 0 0 
_1.ptx 1252 : 2 8 0 2 2 0 0 0 0 
_1.ptx 2075 : 1000 8032 0 0 0 0 0 0 0 
_1.ptx 1186 : 1000 10160 0 0 0 0 0 0 0 
_1.ptx 2009 : 454 4086 0 0 0 0 0 0 0 
_1.ptx 1187 : 1000 11096 0 0 0 0 0 0 0 
_1.ptx 2010 : 454 2756 0 0 0 0 0 0 0 
_1.ptx 1596 : 1000 7288 0 0 0 0 0 0 0 
_1.ptx 2419 : 69000 1060896 0 0 0 0 0 0 0 
_1.ptx 1189 : 1000 11160 0 0 0 0 0 0 0 
_1.ptx 2012 : 454 4086 0 0 0 0 0 0 0 
_1.ptx 1598 : 1000 6576 0 0 0 0 0 0 0 
_1.ptx 2421 : 69000 1059624 0 0 0 0 0 0 0 
_1.ptx 1190 : 1000 46040 0 0 0 79 32 0 0 
_1.ptx 2013 : 454 2788 0 0 0 0 0 0 0 
_1.ptx 2422 : 69000 638960 0 0 0 0 0 0 0 
_1.ptx 2015 : 454 4086 0 0 0 0 0 0 0 
_1.ptx 2424 : 69000 510784 0 0 0 0 0 0 0 
_1.ptx 1193 : 1000 11224 0 0 0 0 0 0 0 
_1.ptx 2016 : 454 2788 0 0 0 0 0 0 0 
_1.ptx 1195 : 1000 45624 0 0 0 79 32 0 0 
_1.ptx 2018 : 454 4438 0 0 0 0 0 0 0 
_1.ptx 2427 : 69000 515648 0 0 0 0 0 0 0 
_1.ptx 1196 : 1000 6568 0 0 0 63 32 0 0 
_1.ptx 2019 : 454 3076 0 0 0 0 0 0 0 
_1.ptx 2428 : 69000 0 0 0 0 0 0 0 0 
_1.ptx 2021 : 454 4086 0 0 0 0 0 0 0 
_1.ptx 2028 : 546 3458 0 0 0 0 0 0 0 
_1.ptx 2437 : 69000 764080 0 0 0 0 0 0 0 
_1.ptx 1206 : 499012 5125372 0 0 0 0 0 0 0 
_1.ptx 2029 : 546 3399 0 0 0 0 0 0 0 
_1.ptx 2022 : 454 2724 0 0 0 0 0 0 0 
_1.ptx 2031 : 546 4978 0 0 0 0 0 0 0 
_1.ptx 2440 : 69000 7168424 0 0 0 0 0 0 0 
_1.ptx 2032 : 546 3469 0 0 0 0 0 0 0 
_1.ptx 2024 : 454 4374 0 0 0 0 0 0 0 
_1.ptx 1202 : 1024 6144 0 0 0 0 0 0 0 
_1.ptx 2025 : 454 3172 0 0 0 0 0 0 0 
_1.ptx 2434 : 69000 30341600 0 0 0 0 0 0 0 
_1.ptx 2034 : 546 4946 0 0 0 0 0 0 0 
_1.ptx 2443 : 69000 433712 0 0 0 0 0 0 0 
_1.ptx 2041 : 546 3276 0 0 0 0 0 0 0 
_1.ptx 2450 : 1000 11032 0 0 0 0 0 0 0 
_1.ptx 2043 : 546 4914 0 0 0 0 0 0 0 
_1.ptx 1229 : 1024 19968 0 0 0 0 0 0 0 
_1.ptx 2052 : 1000 7192 0 0 0 0 0 0 0 
_1.ptx 1638 : 501 4692 0 0 0 0 0 0 0 
_1.ptx 2461 : 1000 11384 0 0 0 0 0 0 0 
_1.ptx 1232 : 1024 3072 0 0 0 0 0 0 0 
_1.ptx 2055 : 1000 9160 0 0 0 0 0 0 0 
_1.ptx 1244 : 1024 13312 0 0 0 0 0 0 0 
_1.ptx 2067 : 1000 7104 0 0 0 0 0 0 0 
_1.ptx 2077 : 1000 8008 0 0 0 0 0 0 0 
_1.ptx 1260 : 1024 9152 0 0 0 0 0 0 0 
_1.ptx 2083 : 1000 8064 0 0 0 0 0 0 0 
_1.ptx 1669 : 499 4563 0 0 0 0 0 0 0 
_1.ptx 2492 : 1000 14288 0 0 0 0 0 0 0 
_1.ptx 2085 : 1000 6480 0 0 0 0 0 0 0 
_1.ptx 2494 : 1000 7416 0 0 0 0 0 0 0 
_1.ptx 2107 : 1000 16536 0 0 0 0 0 0 0 
_1.ptx 2516 : 1000 6832 0 0 0 0 0 0 0 
_1.ptx 1426 : 2 14 0 0 0 0 0 0 0 
_1.ptx 2249 : 1000 15600 0 0 0 0 0 0 0 
_1.ptx 1428 : 2 43 0 0 0 2 2 0 0 
_1.ptx 2251 : 1000 223632 0 0 0 0 0 0 0 
_1.ptx 1430 : 2 20 0 0 0 0 0 0 0 
_1.ptx 2253 : 1000 15864 0 0 0 0 0 0 0 
_1.ptx 1432 : 2 20 0 0 0 0 0 0 0 
_1.ptx 2255 : 1000 9416 0 0 0 0 0 0 0 
_1.ptx 2256 : 1000 15576 0 0 0 0 0 0 0 
_1.ptx 1434 : 2 16 0 0 0 0 0 0 0 
_1.ptx 2257 : 1000 6120 0 0 0 63 32 0 0 
_1.ptx 2261 : 1024 6624 0 0 0 0 0 0 0 
_1.ptx 2262 : 1024 3872 0 0 0 0 0 0 0 
_1.ptx 1441 : 1 5 0 0 0 1 1 0 0 
_1.ptx 2264 : 1024 8288 0 0 0 0 0 0 0 
_1.ptx 2265 : 1024 144 0 0 0 0 0 0 1 
_1.ptx 2267 : 1000 3000 0 0 0 0 0 0 0 
_1.ptx 2269 : 1000 7224 0 0 0 0 0 0 0 
_1.ptx 2270 : 1000 7200 0 0 0 0 0 0 0 
_1.ptx 2271 : 1000 0 0 0 0 0 0 0 0 
_1.ptx 2273 : 1000 3000 0 0 0 0 0 0 0 
_1.ptx 2274 : 1000 11256 0 0 0 0 0 0 0 
_1.ptx 2275 : 1000 3000 0 0 0 0 0 0 0 
_1.ptx 2276 : 1000 7320 0 0 0 0 0 0 0 
_1.ptx 2277 : 1000 17312 0 0 0 0 0 0 0 
_1.ptx 2278 : 1000 11064 0 0 0 0 0 0 0 
_1.ptx 2279 : 1000 3000 0 0 0 0 0 0 0 
_1.ptx 2280 : 1000 7592 0 0 0 0 0 0 0 
_1.ptx 2282 : 1000 19472 0 0 0 0 0 0 0 
_1.ptx 2283 : 1000 11288 0 0 0 0 0 0 0 
_1.ptx 2284 : 1000 4200 0 0 0 0 0 0 0 
_1.ptx 2285 : 1000 7544 0 0 0 0 0 0 0 
_1.ptx 2286 : 1000 6672 0 0 0 0 0 0 0 
_1.ptx 2287 : 1000 7544 0 0 0 0 0 0 0 
_1.ptx 2291 : 69000 8104032 0 0 0 4347 2208 0 0 
_1.ptx 2293 : 69000 573072 0 0 0 0 0 0 0 
_1.ptx 2295 : 69000 801640 0 0 0 0 0 0 0 
_1.ptx 1489 : 1024 7616 0 0 0 0 0 0 0 
_1.ptx 2312 : 69000 1143040 0 0 0 0 0 0 0 
_1.ptx 2322 : 69000 623904 0 0 0 0 0 0 0 
_1.ptx 1505 : 1024 12448 0 0 0 0 0 0 0 
_1.ptx 2328 : 69000 776784 0 0 0 0 0 0 0 
_1.ptx 2350 : 1000 7256 0 0 0 0 0 0 0 
_1.ptx 1534 : 1000 7064 0 0 0 0 0 0 0 
_1.ptx 2357 : 1000 6672 0 0 0 0 0 0 0 
_1.ptx 1541 : 1000 6360 0 0 0 0 0 0 0 
_1.ptx 2364 : 69000 5452920 0 0 0 0 0 0 0 
_1.ptx 1561 : 1000 7696 0 0 0 0 0 0 0 
_1.ptx 2384 : 69000 513968 0 0 0 0 0 0 0 
_1.ptx 2389 : 69000 516360 0 0 0 0 0 0 0 
_1.ptx 1568 : 1000 6544 0 0 0 0 0 0 0 
_1.ptx 2391 : 69000 1062192 0 0 0 0 0 0 0 
_1.ptx 1570 : 1000 7136 0 0 0 0 0 0 0 
_1.ptx 2393 : 69000 1062456 0 0 0 0 0 0 0 
_1.ptx 2394 : 69000 641704 0 0 0 0 0 0 0 
_1.ptx 2396 : 69000 524656 0 0 0 0 0 0 0 
_1.ptx 2398 : 69000 506256 0 0 0 0 0 0 0 
_1.ptx 1579 : 1000 7512 0 0 0 0 0 0 0 
_1.ptx 2402 : 69000 710248 0 0 0 0 0 0 0 
_1.ptx 1588 : 1000 9032 0 0 0 0 0 0 0 
_1.ptx 2411 : 69000 511984 0 0 0 0 0 0 0 
_1.ptx 1594 : 1000 9224 0 0 0 0 0 0 0 
_1.ptx 2417 : 69000 513512 0 0 0 0 0 0 0 
_1.ptx 2426 : 69000 508272 0 0 0 0 0 0 0 
_1.ptx 2432 : 69000 1058288 0 0 0 0 0 0 0 
_1.ptx 2436 : 69000 1047576 0 0 0 0 0 0 0 
_1.ptx 2439 : 69000 772320 0 0 0 0 0 0 0 
_1.ptx 2442 : 69000 563192 0 0 0 0 0 0 0 
_1.ptx 2455 : 1000 372584 0 0 0 0 0 0 0 
_1.ptx 1635 : 501 3236 0 0 0 0 0 0 0 
_1.ptx 2458 : 1000 32760 0 0 0 0 0 0 0 
_1.ptx 1644 : 501 4818 0 0 0 0 0 0 0 
_1.ptx 2467 : 1000 7832 0 0 0 0 0 0 0 
_1.ptx 1647 : 501 4701 0 0 0 0 0 0 0 
_1.ptx 2470 : 1000 7928 0 0 0 0 0 0 0 
_1.ptx 1673 : 499 3221 0 0 0 0 0 0 0 
_1.ptx 2496 : 1000 7416 0 0 0 0 0 0 0 
_1.ptx 2499 : 1000 9224 0 0 0 0 0 0 0 
_1.ptx 1677 : 499 7549 0 0 0 0 0 0 0 
_1.ptx 2500 : 1000 6192 0 0 0 0 0 0 0 
_1.ptx 2503 : 1000 6608 0 0 0 0 0 0 0 
_1.ptx 1684 : 1000 7032 0 0 0 0 0 0 0 
_1.ptx 2507 : 1000 6608 0 0 0 0 0 0 0 
_1.ptx 1686 : 1000 7224 0 0 0 0 0 0 0 
_1.ptx 2509 : 1000 9384 0 0 0 0 0 0 0 
_1.ptx 1687 : 1000 9384 0 0 0 0 0 0 0 
_1.ptx 2510 : 1000 6800 0 0 0 0 0 0 0 
_1.ptx 2512 : 1000 9288 0 0 0 0 0 0 0 
_1.ptx 2513 : 1000 6544 0 0 0 0 0 0 0 
_1.ptx 2515 : 1000 9480 0 0 0 0 0 0 0 
_1.ptx 2518 : 1000 9224 0 0 0 0 0 0 0 
_1.ptx 2519 : 1000 6448 0 0 0 0 0 0 0 
_1.ptx 2521 : 1000 9448 0 0 0 0 0 0 0 
_1.ptx 2524 : 1000 9288 0 0 0 0 0 0 0 
_1.ptx 2528 : 1000 6768 0 0 0 0 0 0 0 
_1.ptx 1707 : 1000 8328 0 0 0 0 0 0 0 
_1.ptx 2530 : 1000 9608 0 0 0 0 0 0 0 
_1.ptx 1708 : 1000 7896 0 0 0 0 0 0 0 
_1.ptx 2531 : 1000 6768 0 0 0 0 0 0 0 
_1.ptx 1714 : 1000 7224 0 0 0 0 0 0 0 
_1.ptx 2537 : 1000 7768 0 0 0 0 0 0 0 
